"","SampleID","DateSampled","Component","MDL","Units"
"359","gtmpcnut1.1",2018-10-23 11:54:00,"Phaeophytin-a",0.6,"ug/L"
"360","gtmpcnut1.2",2018-10-23 11:57:00,"Phaeophytin-a",0.6,"ug/L"
"361","gtmpcnut2.1",2018-10-22 09:30:00,"Phaeophytin-a",1.5,"ug/L"
"362","gtmpcnut2.10",2018-10-23 08:00:00,"Phaeophytin-a",0.75,"ug/L"
"363","gtmpcnut2.11",2018-10-23 10:30:00,"Phaeophytin-a",1.7,"ug/L"
"364","gtmpcnut2.2",2018-10-22 12:00:00,"Phaeophytin-a",1.5,"ug/L"
"365","gtmpcnut2.3",2018-10-22 14:30:00,"Phaeophytin-a",1,"ug/L"
"366","gtmpcnut2.4",2018-10-22 17:00:00,"Phaeophytin-a",1,"ug/L"
"367","gtmpcnut2.5",2018-10-22 19:30:00,"Phaeophytin-a",0.86,"ug/L"
"368","gtmpcnut2.6",2018-10-22 22:00:00,"Phaeophytin-a",1.2,"ug/L"
"369","gtmpcnut2.7",2018-10-23 00:30:00,"Phaeophytin-a",1,"ug/L"
"370","gtmpcnut2.8",2018-10-23 03:00:00,"Phaeophytin-a",0.86,"ug/L"
"371","gtmpcnut2.9",2018-10-23 05:30:00,"Phaeophytin-a",0.6,"ug/L"
"372","gtmpinut1.1",2018-10-23 11:34:00,"Phaeophytin-a",0.6,"ug/L"
"373","gtmpinut1.2",2018-10-23 11:36:00,"Phaeophytin-a",0.6,"ug/L"
"374","gtmssnut1.1",2018-10-23 10:21:00,"Phaeophytin-a",0.6,"ug/L"
"375","gtmssnut1.2",2018-10-23 10:22:00,"Phaeophytin-a",0.75,"ug/L"
"376","gtmfmnut1.1",2018-11-06 11:37:00,"Phaeophytin-a",0.6,"ug/L"
"377","gtmfmnut1.2",2018-11-06 11:38:00,"Phaeophytin-a",0.6,"ug/L"
"378","fieldblank",2018-11-06 08:50:00,"Phaeophytin-a",0.6,"ug/L"
"379","gtmpcnut1.1",2018-11-06 11:00:00,"Phaeophytin-a",1.2,"ug/L"
"380","gtmpcnut1.2",2018-11-06 11:03:00,"Phaeophytin-a",1.2,"ug/L"
"381","gtmpcnut2.1",2018-11-05 09:30:00,"Phaeophytin-a",1.2,"ug/L"
"382","gtmpcnut2.10",2018-11-06 08:00:00,"Phaeophytin-a",4,"ug/L"
"383","gtmpcnut2.11",2018-11-06 10:30:00,"Phaeophytin-a",1.2,"ug/L"
"384","gtmpcnut2.2",2018-11-05 12:00:00,"Phaeophytin-a",1.2,"ug/L"
"385","gtmpcnut2.3",2018-11-05 14:30:00,"Phaeophytin-a",1.2,"ug/L"
"386","gtmpcnut2.4",2018-11-05 17:00:00,"Phaeophytin-a",1.2,"ug/L"
"387","gtmpcnut2.5",2018-11-05 19:30:00,"Phaeophytin-a",0.86,"ug/L"
"388","gtmpcnut2.6",2018-11-05 22:00:00,"Phaeophytin-a",1.2,"ug/L"
"389","gtmpcnut2.7",2018-11-06 00:30:00,"Phaeophytin-a",1.2,"ug/L"
"390","gtmpcnut2.8",2018-11-06 03:00:00,"Phaeophytin-a",0.75,"ug/L"
"391","gtmpcnut2.9",2018-11-06 05:30:00,"Phaeophytin-a",0.68,"ug/L"
"392","gtmpinut1.1",2018-11-06 09:23:00,"Phaeophytin-a",0.8,"ug/L"
"393","gtmpinut1.2",2018-11-06 09:26:00,"Phaeophytin-a",1.2,"ug/L"
"394","gtmssnut1.1",2018-11-06 10:30:00,"Phaeophytin-a",1.2,"ug/L"
"395","gtmssnut1.2",2018-11-06 10:31:00,"Phaeophytin-a",1.2,"ug/L"
"396","fieldblank",2018-12-04 08:25:00,"Phaeophytin-a",0.75,"ug/L"
"397","gtmfmnut1.1",2018-12-04 10:55:00,"Phaeophytin-a",0.6,"ug/L"
"398","gtmfmnut1.2",2018-12-04 10:57:00,"Phaeophytin-a",0.6,"ug/L"
"399","gtmpcnut1.1",2018-12-04 10:16:00,"Phaeophytin-a",0.6,"ug/L"
"400","gtmpcnut1.1",2018-12-04 10:16:00,"Phaeophytin-a",0.82,"ug/L"
"401","gtmpcnut1.2",2018-12-04 10:19:00,"Phaeophytin-a",0.68,"ug/L"
"402","gtmpcnut2.1",2018-12-03 09:30:00,"Phaeophytin-a",0.86,"ug/L"
"403","gtmpcnut2.10",2018-12-04 08:00:00,"Phaeophytin-a",1,"ug/L"
"404","gtmpcnut2.11",2018-12-04 10:30:00,"Phaeophytin-a",0.6,"ug/L"
"405","gtmpcnut2.2",2018-12-03 12:00:00,"Phaeophytin-a",1.2,"ug/L"
"406","gtmpcnut2.3",2018-12-03 14:30:00,"Phaeophytin-a",1.2,"ug/L"
"407","gtmpcnut2.4",2018-12-03 17:00:00,"Phaeophytin-a",1.2,"ug/L"
"408","gtmpcnut2.5",2018-12-03 19:30:00,"Phaeophytin-a",0.92,"ug/L"
"409","gtmpcnut2.6",2018-12-03 22:00:00,"Phaeophytin-a",0.6,"ug/L"
"410","gtmpcnut2.7",2018-12-04 00:30:00,"Phaeophytin-a",0.75,"ug/L"
"411","gtmpcnut2.8",2018-12-04 03:00:00,"Phaeophytin-a",0.86,"ug/L"
"412","gtmpcnut2.9",2018-12-04 05:30:00,"Phaeophytin-a",0.6,"ug/L"
"413","gtmpinut1.1",2018-12-04 08:31:00,"Phaeophytin-a",0.6,"ug/L"
"414","gtmpinut1.2",2018-12-04 08:33:00,"Phaeophytin-a",0.6,"ug/L"
"415","gtmssnut1.1",2018-12-04 09:45:00,"Phaeophytin-a",1.1,"ug/L"
"416","gtmssnut1.2",2018-12-04 09:47:00,"Phaeophytin-a",1.1,"ug/L"
