"","stationcode","datetimestamp","monitoringprogram","replicate","F_Record","PO4F","F_PO4F","TP","F_TP","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","DIN","F_DIN","TN","F_TN","TKN","F_TKN","TON","FTON","CHLA_N1","F_CHLAN1","2CHLA","F_2CHLA","UncCHLa_N1","F_UncCHLa_N1","2UncCHLa","F_2UncCHLa","PHEA1","F_PHEA1","2PHEA","F_2PHEA","TSS","F_TSS","FECCOL_CFU","F_FECCOL_CFU","ECOLI_MPN","F_ECOLI_MPN","WTEM_N","FWTEM_N","SPC","F_SPC","DO_N","F_DO_N","PH","F_PH","SECCHI","F_SECCHI","DOC","F_DOC","TKN_F","F_TKN_F","DON","F_DON"
"84","gtmpcnut","2018-12-04 08:00:00","2","10"," ","0.029"," ","0.072"," ","0.009"," ","0.004","I","0.27"," ","0.27"," ","0.279"," ","1.01"," ","0.74"," ","0.731"," ","3.8"," "," "," ","4.9"," "," "," ","1.6","I"," "," ","25"," ","64","Q"," "," ","20.642"," ","27056.9"," ","6.37"," ","7.59"," "," "," ","16"," "," "," "," "," "
"85","gtmpcnut","2018-01-16 10:30:00","2","11"," ","0.032"," ","0.061"," ","0.033"," ","0.006","J","0.006","IJ","0.012"," ","0.045"," ","0.822"," ","0.81"," ","0.777"," ","2.5"," "," "," ","3.1"," "," "," ","0.86","I"," "," ","7","IA","150","BQ"," "," ","10.89"," ","14644.4"," ","9.26"," ","7.4"," "," "," ","24"," "," "," "," "," "
"86","gtmpcnut","2018-02-13 10:30:00","2","11"," ","0.045"," ","0.085"," ","0.066"," ","0.003","U","0.037"," ","0.039"," ","0.105"," ","0.979"," ","0.94"," ","0.874"," ","2.2"," "," "," ","3.3"," "," "," ","1.7"," "," "," ","10"," ","360","Q"," "," ","21.795"," ","443.7"," ","6.5"," ","6.67"," "," "," ","29"," "," "," "," "," "
"87","gtmpcnut","2018-03-27 10:30:00","2","11"," ","0.022"," ","0.049"," ","0.004","I","0.002","U","0.004","U","0.004","U","0.008"," ","0.394"," ","0.39","I","0.386"," ","5.6"," "," "," ","6.6"," "," "," ","1.4"," "," "," ","13"," ","62","Q"," "," ","18.70"," ","43577"," ","6.74"," ","7.77"," "," "," ","5.4"," "," "," "," "," "
"88","gtmpcnut","2018-04-25 10:30:00","2","11"," ","0.032"," ","0.094"," ","0.031"," ","0.005"," ","0.008","I","0.013"," ","0.044"," ","1.013"," ","1"," ","0.969"," ","10"," "," "," ","13"," "," "," ","4.6"," "," "," ","24"," ","96","Q"," "," ","22.484"," ","21288.1"," ","5.35"," ","8.0"," "," "," ","22"," "," "," "," "," "
"89","gtmpcnut","2018-05-29 10:30:00","2","11"," ","0.049"," ","0.10"," ","0.025"," ","0.003","U","0.016"," ","0.017"," ","0.042"," ","1.317"," ","1.3"," ","1.275"," ","5.5"," "," "," ","7.3"," "," "," ","2.7"," "," "," ","13"," ","150","BQ"," "," ","25.942"," ","425.8"," ","5.09"," ","6.63"," "," "," ","41"," "," "," "," "," "
"90","gtmpcnut","2018-06-12 10:30:00","2","11"," ","0.046"," ","0.087"," ","0.038"," ","0.003","U","0.025"," ","0.026"," ","0.064"," ","1.326"," ","1.3"," ","1.262"," ","No Result","O"," "," ","No Result","O"," "," ","No Result","O"," "," ","10"," ","340","Q"," "," ","25.787"," ","1029.9"," ","4.53"," ","6.47"," "," "," ","17"," "," "," "," "," "
"91","gtmpcnut","2018-07-24 10:30:00","2","11"," ","0.040"," ","0.096"," ","0.072"," ","0.005"," ","0.022"," ","0.027"," ","0.099"," ","1.027"," ","1"," ","0.928"," ","15"," "," "," ","19"," "," "," ","5.8"," "," "," ","18"," ","73","BQ"," "," ","28.068"," ","23514.6"," ","3.99"," ","7.27"," "," "," ","18"," "," "," "," "," "
"92","gtmpcnut","2018-08-07 10:30:00","2","11"," ","0.036"," ","0.056"," ","0.015"," ","0.003","U","0.012"," ","0.013"," ","0.028"," ","1.113"," ","1.1"," ","1.085"," ","1.1","I"," "," ","1.1","I"," "," ","0.80","U"," "," ","4","I","270","Q"," "," ","27.692"," ","132.1"," ","4.42"," ","6.27"," "," "," ","42"," "," "," "," "," "
"93","gtmpcnut","2018-09-05 10:30:00","2","11"," ","0.054"," ","0.10"," ","0.019"," ","0.003","I","0.045"," ","0.048"," ","0.067"," ","0.928"," ","0.88"," ","0.861"," ","9.5"," "," "," ","12"," "," "," ","3.6"," "," "," ","6","I","270","Q"," "," ","29.094"," ","1904.2"," ","4.61"," ","7.06"," "," "," ","24"," "," "," "," "," "
"94","gtmpcnut","2018-10-23 10:30:00","2","11"," ","0.031"," ","0.046"," ","0.03"," ","0.002","I","0.011"," ","0.014"," ","0.044"," ","0.494"," ","0.48"," ","0.45"," ","11"," "," "," ","15"," "," "," ","6.0"," "," "," ","40"," ","40","Q"," "," ","22.814"," ","37774.7"," ","5.99"," ","7.69"," "," "," ","12"," "," "," "," "," "
"95","gtmpcnut","2018-11-06 10:30:00","2","11"," ","0.024"," ","0.068"," ","0.026"," ","0.002","I","0.012"," ","0.014"," ","0.04"," ","0.584"," ","0.57"," ","0.544"," ","4.7"," "," "," ","5.8"," "," "," ","1.6","I"," "," ","14"," ","64","AQ"," "," ","24.045"," ","38283.7"," ","5.51"," ","7.76"," "," "," ","8.8"," "," "," "," "," "
"96","gtmpcnut","2018-12-04 10:30:00","2","11"," ","0.026"," ","0.059"," ","0.009"," ","0.003","I","0.27"," ","0.27"," ","0.279"," ","0.91"," ","0.64"," ","0.631"," ","3.1"," "," "," ","4.4"," "," "," ","2.0"," "," "," ","17"," ","26","BQ"," "," ","20.676"," ","32863.7"," ","6.28"," ","7.72"," "," "," ","13"," "," "," "," "," "
"97","gtmpcnut","2018-01-15 12:00:00","2","2"," ","0.034","Q","0.070"," ","0.036"," ","0.006","QJ","0.009","IQJ","0.015"," ","0.051"," ","0.775"," ","0.76"," ","0.724"," ","1.8","Q"," "," ","2.6","Q"," "," ","1.1","IQ"," "," ","10"," ","No Result","OQ"," "," ","10.72"," ","13600.0"," ","9.69"," ","7.55"," "," "," ","24"," "," "," "," "," "
"98","gtmpcnut","2018-02-12 12:00:00","2","2"," ","0.040","Q","0.075"," ","0.023"," ","0.003","UQ","0.025","Q","0.025"," ","0.048"," ","0.885"," ","0.86"," ","0.837"," ","1.4","IQ"," "," ","2.0","Q"," "," ","0.85","IQ"," "," ","6","I","No Result","Q"," "," ","20.339"," ","1171.5"," ","7.4"," ","6.66"," "," "," ","32"," "," "," "," "," "
"99","gtmpcnut","2018-03-26 12:00:00","2","2"," ","0.022"," ","0.065"," ","0.01"," ","0.002","UQ","0.004","UQ","0.004","U","0.014"," ","0.404"," ","0.4"," ","0.39"," ","5.6"," "," "," ","7.1"," "," "," ","2.2"," "," "," ","14"," ","59","AQ"," "," ","20.295"," ","36131"," ","6.68"," ","7.77"," "," "," ","6.7"," "," "," "," "," "
"100","gtmpcnut","2018-04-24 12:00:00","2","2"," ","0.041"," ","0.082"," ","0.034"," ","0.007","QJ","0.012","QJ","0.019"," ","0.053"," ","0.939"," ","0.92"," ","0.886"," ","3.5"," "," "," ","4.2"," "," "," ","1.0","I"," "," ","11"," ","230","Q"," "," "," "," "," "," "," "," "," "," "," "," ","28"," "," "," "," "," "
"101","gtmpcnut","2018-05-28 12:00:00","2","2"," ","0.046"," ","0.10"," ","0.01"," ","0.003","U","0.019"," ","0.019"," ","0.029"," ","1.219"," ","1.2"," ","1.19"," ","4.2","A"," "," ","5.8","A"," "," ","2.3","A"," "," ","11"," ","225","AQ"," "," ","26.009"," ","574.5"," ","5.11"," ","6.63"," "," "," ","43"," "," "," "," "," "
"102","gtmpcnut","2018-06-11 12:00:00","2","2"," ","0.043","Q","0.073"," ","0.022"," ","0.003","U","0.018"," ","0.02"," ","0.042"," ","1.32"," ","1.3"," ","1.278"," ","2.1","I"," "," ","2.7"," "," "," ","0.93","I"," "," ","6","I","58","Q"," "," ","26.899"," ","314.1"," ","4.48"," ","6.41"," "," "," ","40"," "," "," "," "," "
"103","gtmpcnut","2018-07-23 12:00:00","2","2"," ","0.040"," ","0.086"," ","0.074"," ","0.007","AJ","0.028","AJ","0.035"," ","0.109"," ","0.855"," ","0.82"," ","0.746"," ","6.8"," "," "," ","9.1"," "," "," ","3.5"," "," "," ","12"," ","48","Q"," "," ","26.214"," ","15605.9"," ","4.08"," ","7.12"," "," "," ","22"," "," "," "," "," "
"104","gtmpcnut","2018-08-06 12:00:00","2","2"," ","0.031","Q","0.059"," ","0.006"," ","0.003","U","0.008","I","0.008","I","0.014"," ","1.108"," ","1.1"," ","1.094"," ","0.94","IQ"," "," ","1.3","Q"," "," ","0.51","IQ"," "," ","4","I","190","BQ"," "," ","27.901"," ","113.7"," ","4.55"," ","6.21"," "," "," ","43"," "," "," "," "," "
"105","gtmpcnut","2018-09-04 12:00:00","2","2"," ","0.050"," ","0.082"," ","0.003","I","0.004","IQ","0.053","Q","0.056"," ","0.059"," ","0.826"," ","0.77"," ","0.767"," ","6.8"," "," "," ","8.5"," "," "," ","2.3"," "," "," ","7","I","300","BQ"," "," ","28.667"," ","901.3"," ","4.62"," ","7.05"," "," "," ","24"," "," "," "," "," "
"106","gtmpcnut","2018-10-22 12:00:00","2","2"," ","0.038"," ","0.076"," ","0.06"," ","0.005","IQ","0.023","Q","0.027"," ","0.087"," ","0.657"," ","0.63"," ","0.57"," ","13","Q"," "," ","19","Q"," "," ","9.2","Q"," "," ","109"," ","48","Q"," "," ","21.96"," ","31209.7"," ","6.65"," ","7.6"," "," "," ","15"," "," "," "," "," "
"107","gtmpcnut","2018-11-05 12:00:00","2","2"," ","0.029","Q","0.087"," ","0.033"," ","0.003","IQ","0.014","Q","0.017"," ","0.05"," ","0.657"," ","0.64"," ","0.607"," ","4.7","Q"," "," ","6.4","Q"," "," ","2.4","IQ"," "," ","30"," ","No Result","O"," "," ","22.619"," ","33750.4"," ","6"," ","7.74"," "," "," ","12"," "," "," "," "," "
"108","gtmpcnut","2018-12-03 12:00:00","2","2"," ","0.032"," ","0.063"," ","0.03"," ","0.005","IJ","0.27","J","0.28"," ","0.31"," ","1.1"," ","0.82"," ","0.79"," ","1.9","I"," "," ","2.3","I"," "," ","1.2","U"," "," ","8","I","92","Q"," "," ","19.425"," ","13025.7"," ","6.92"," ","7.05"," "," "," ","26"," "," "," "," "," "
"109","gtmpcnut","2018-01-15 14:30:00","2","3"," ","0.036"," ","0.080"," ","0.028"," ","0.003","U","0.018"," ","0.019"," ","0.047"," ","1.119"," ","1.1"," ","1.072"," ","1.1","I"," "," ","1.9"," "," "," ","1.1","I"," "," ","15"," ","240","Q"," "," ","13.57"," ","809.5"," ","8.26"," ","6.87"," "," "," ","32"," "," "," "," "," "
"110","gtmpcnut","2018-02-12 14:30:00","2","3"," ","0.041"," ","0.070"," ","0.02"," ","0.003","U","0.023"," ","0.023"," ","0.043"," ","0.873"," ","0.85"," ","0.83"," ","0.79","I"," "," ","1.1","I"," "," ","0.51","I"," "," ","6","I","260","Q"," "," ","20.256"," ","2104.5"," ","7.33"," ","6.73"," "," "," ","32"," "," "," "," "," "
"111","gtmpcnut","2018-03-26 14:30:00","2","3"," ","0.026"," ","0.066"," ","0.009"," ","0.002","U","0.005","I","0.007","I","0.016"," ","0.367"," ","0.36","I","0.351"," ","7.8"," "," "," ","9.4"," "," "," ","2.2"," "," "," ","10","I","180","BQ"," "," ","20.383"," ","25910"," ","6.76"," ","7.53"," "," "," ","8.4"," "," "," "," "," "
"112","gtmpcnut","2018-04-24 14:30:00","2","3"," ","0.044"," ","0.085"," ","0.013"," ","0.003","U","0.029"," ","0.032"," ","0.045"," ","1.022"," ","0.99"," ","0.977"," ","4.7"," "," "," ","5.9"," "," "," ","1.7"," "," "," ","9","I","270","Q"," "," ","23.968"," ","3115.2"," ","5.49"," ","7.84"," "," "," ","32"," "," "," "," "," "
"113","gtmpcnut","2018-05-28 14:30:00","2","3"," ","0.047"," ","0.087"," ","0.016"," ","0.003","U","0.019"," ","0.019"," ","0.035"," ","1.219"," ","1.2"," ","1.184"," ","2.8","Q"," "," ","4.0","Q"," "," ","1.7","IQ"," "," ","9","I","140","BQ"," "," ","26.273"," ","234.4"," ","4.81"," ","6.55"," "," "," ","42"," "," "," "," "," "
"114","gtmpcnut","2018-06-11 14:30:00","2","3"," ","0.041"," ","0.069"," ","0.018"," ","0.003","U","0.017"," ","0.018"," ","0.036"," ","1.118"," ","1.1"," ","1.082"," ","1.1","UQ"," "," ","1.1","IQ"," "," ","0.80","UQ"," "," ","4","I","150","BQ"," "," ","26.756"," ","176.8"," ","4.57"," ","6.34"," "," "," ","40"," "," "," "," "," "
"115","gtmpcnut","2018-07-23 14:30:00","2","3"," ","0.040"," ","0.086"," ","0.029"," ","0.008"," ","0.029"," ","0.038"," ","0.067"," ","0.858"," ","0.82"," ","0.791"," ","5.3"," "," "," ","6.7"," "," "," ","1.9"," "," "," ","8","I","100","Q"," "," ","21.187"," ","7530.5"," ","4.27"," ","6.98"," "," "," ","25"," "," "," "," "," "
"116","gtmpcnut","2018-08-06 14:30:00","2","3"," ","0.031"," ","0.060"," ","0.007"," ","0.003","U","0.007","I","0.007","I","0.014"," ","1.107"," ","1.1"," ","1.093"," ","0.88","I"," "," ","1.2","I"," "," ","0.40","U"," "," ","4","I","200","BQ"," "," ","28.944"," ","120.9"," ","4.47"," ","6.24"," "," "," ","43"," "," "," "," "," "
"117","gtmpcnut","2018-09-04 14:30:00","2","3"," ","0.049"," ","0.095"," ","0.003","I","0.003","I","0.047"," ","0.05"," ","0.053"," ","0.9"," ","0.85"," ","0.847"," ","8.4","A"," "," ","10","A"," "," ","2.2","A"," "," ","8","I","91","BQ"," "," ","29.993"," ","946.9"," ","5.24"," ","7.07"," "," "," ","24"," "," "," "," "," "
"118","gtmpcnut","2018-10-22 14:30:00","2","3"," ","0.043"," ","0.079"," ","0.043"," ","0.007","J","0.025","J","0.032"," ","0.075"," ","0.882"," ","0.85"," ","0.807"," ","6.2"," "," "," ","8.9"," "," "," ","4.1"," "," "," ","26"," ","140","BQ"," "," ","24.092"," ","15314.2"," ","5.69"," ","7.08"," "," "," ","24"," "," "," "," "," "
"119","gtmpcnut","2018-11-05 14:30:00","2","3"," ","0.034","Q","0.069"," ","0.022"," ","0.005","Q","0.017","Q","0.022"," ","0.044"," ","0.722"," ","0.7"," ","0.678"," ","2.4","IQ"," "," ","3.1","Q"," "," ","1.2","UQ"," "," ","11"," ","No Result","O"," "," ","22.741"," ","11579.2"," ","5.76"," ","7.21"," "," "," ","21"," "," "," "," "," "
"120","gtmpcnut","2018-12-03 14:30:00","2","3"," ","0.032"," ","0.061"," ","0.018"," ","0.005"," ","0.25"," ","0.26"," ","0.278"," ","1.07"," ","0.81"," ","0.792"," ","1.1","U"," "," ","1.3","I"," "," ","1.2","U"," "," ","6","I","150","BQ"," "," ","19.215"," ","5573.9"," ","7.18"," ","6.99"," "," "," ","29"," "," "," "," "," "
"121","gtmpcnut","2018-01-15 17:00:00","2","4"," ","0.036"," ","0.065"," ","0.024"," ","0.003","U","0.014"," ","0.015"," ","0.039"," ","1.115"," ","1.1"," ","1.076"," ","0.56","I"," "," ","0.92","I"," "," ","0.56","I"," "," ","6","I","300","Q"," "," ","13.73"," ","379.8"," ","8.06"," ","6.75"," "," "," ","33"," "," "," "," "," "
"122","gtmpcnut","2018-02-12 17:00:00","2","4"," ","0.041"," ","0.069"," ","0.02"," ","0.003","U","0.023"," ","0.023"," ","0.043"," ","0.893"," ","0.87"," ","0.85"," ","0.59","I"," "," ","0.86","I"," "," ","0.40","I"," "," ","4","I","200","BQ"," "," ","19.667"," ","372.9"," ","6.9"," ","6.61"," "," "," ","31"," "," "," "," "," "
"123","gtmpcnut","2018-03-26 17:00:00","2","4"," ","0.024"," ","0.060"," ","0.006"," ","0.002","U","0.005","I","0.006","I","0.012"," ","0.476"," ","0.47"," ","0.464"," ","7.6"," "," "," ","9.6"," "," "," ","2.9"," "," "," ","20"," ","140","BQ"," "," ","20.37"," ","33624"," ","6.82"," ","7.67"," "," "," ","7.0"," "," "," "," "," "
"124","gtmpcnut","2018-04-24 17:00:00","2","4"," ","0.034"," ","0.085"," ","0.015"," ","0.008"," ","0.009","I","0.017"," ","0.032"," ","0.957"," ","0.94"," ","0.925"," ","4.5"," "," "," ","6.0"," "," "," ","2.1"," "," "," ","15"," ","170","BQ"," "," ","24.986"," ","16391.9"," ","5.81"," ","8.23"," "," "," ","27"," "," "," "," "," "
"125","gtmpcnut","2018-05-28 17:00:00","2","4"," ","0.046"," ","0.087"," ","0.017"," ","0.003","U","0.018"," ","0.019"," ","0.036"," ","1.219"," ","1.2"," ","1.183"," ","3.2"," "," "," ","4.4"," "," "," ","1.8","I"," "," ","10"," ","180","BQ"," "," ","26.644"," ","216.2"," ","5.02"," ","6.57"," "," "," ","41"," "," "," "," "," "
"126","gtmpcnut","2018-06-11 17:00:00","2","4"," ","0.040"," ","0.080"," ","0.014"," ","0.003","U","0.017"," ","0.018"," ","0.032"," ","1.218"," ","1.2"," ","1.186"," ","4.9"," "," "," ","6.1"," "," "," ","1.6","I"," "," ","10"," ","100","Q"," "," ","26.785"," ","193.6"," ","5.15"," ","6.4"," "," "," ","40"," "," "," "," "," "
"127","gtmpcnut","2018-07-23 17:00:00","2","4"," ","0.039"," ","0.072"," ","0.015"," ","0.003","U","0.044"," ","0.047"," ","0.062"," ","0.987"," ","0.94"," ","0.925"," ","9.5"," "," "," ","12"," "," "," ","2.8"," "," "," ","10","I","100","Q"," "," ","29.965"," ","3862.3"," ","5.5"," ","6.97"," "," "," ","25"," "," "," "," "," "
"128","gtmpcnut","2018-08-06 17:00:00","2","4"," ","0.036"," ","0.065"," ","0.006"," ","0.003","U","0.009","I","0.009","I","0.015"," ","1.209"," ","1.2"," ","1.194"," ","2.7"," "," "," ","3.7"," "," "," ","1.4","I"," "," ","8","I","180","BQ"," "," ","31.449"," ","195.0"," ","4.78"," ","6.31"," "," "," ","42"," "," "," "," "," "
"129","gtmpcnut","2018-09-04 17:00:00","2","4"," ","0.047"," ","0.092"," ","0.004","I","0.008","Q","0.022","Q","0.03"," ","0.034"," ","0.88"," ","0.85"," ","0.846"," ","20"," "," "," ","25"," "," "," ","7.1"," "," "," ","26"," ","110","BQ"," "," ","31.799"," ","7120.5"," ","6.53"," ","7.36"," "," "," ","22"," "," "," "," "," "
"130","gtmpcnut","2018-10-22 17:00:00","2","4"," ","0.046"," ","0.078"," ","0.035"," ","0.008"," ","0.024"," ","0.032"," ","0.067"," ","0.872"," ","0.84"," ","0.805"," ","4.4","A"," "," ","5.8","A"," "," ","2.3","I"," "," ","12"," ","210","Q"," "," ","24.558"," ","9944.3"," ","5.33"," ","6.94"," "," "," ","27"," "," "," "," "," "
"131","gtmpcnut","2018-11-05 17:00:00","2","4"," ","0.037"," ","0.068"," ","0.023"," ","0.005","Q","0.018","Q","0.023"," ","0.046"," ","0.763"," ","0.74"," ","0.717"," ","1.4","I"," "," ","1.4","I"," "," ","1.2","U"," "," ","6","I","190","BQ"," "," ","22.72"," ","5646.2"," ","5.42"," ","7.14"," "," "," ","21"," "," "," "," "," "
"132","gtmpcnut","2018-12-03 17:00:00","2","4"," ","0.033"," ","0.060"," ","0.025"," ","0.005"," ","0.26"," ","0.26"," ","0.285"," ","1.15"," ","0.89"," ","0.865"," ","1.3","I"," "," ","1.8","I"," "," ","1.2","U"," "," ","6","I","150","BQ"," "," ","20.098"," ","6593.1"," ","7.22"," ","6.97"," "," "," ","28"," "," "," "," "," "
"133","gtmpcnut","2018-01-15 19:30:00","2","5"," ","0.037"," ","0.067"," ","0.026"," ","0.003","U","0.015"," ","0.016"," ","0.042"," ","0.986"," ","0.97"," ","0.944"," ","0.55","U"," "," ","0.79","I"," "," ","0.40","I"," "," ","7","I","220","Q"," "," ","13.35"," ","607.4"," ","8.27"," ","6.78"," "," "," ","33"," "," "," "," "," "
"134","gtmpcnut","2018-02-12 19:30:00","2","5"," ","0.041"," ","0.074"," ","0.027"," ","0.003","U","0.026"," ","0.026"," ","0.053"," ","0.936"," ","0.91"," ","0.883"," ","2.2"," "," "," ","2.9"," "," "," ","1.1","I"," "," ","11","A","320","Q"," "," ","19.563"," ","265.3"," ","6.46"," ","6.57"," "," "," ","30"," "," "," "," "," "
"135","gtmpcnut","2018-03-26 19:30:00","2","5"," ","0.020"," ","0.051"," ","0.005"," ","0.002","U","0.004","U","0.004","U","0.009"," ","0.374"," ","0.37","I","0.365"," ","4.2"," "," "," ","5.1"," "," "," ","1.3"," "," "," ","10"," ","55","AQ"," "," ","20.096"," ","43364"," ","7.26"," ","7.86"," "," "," ","5.0"," "," "," "," "," "
"136","gtmpcnut","2018-04-24 19:30:00","2","5"," ","0.024"," ","0.088"," ","0.008"," ","0.004","I","0.004","U","0.004","U","0.012"," ","0.864"," ","0.86"," ","0.852"," ","5.0"," "," "," ","7.1"," "," "," ","3.0"," "," "," ","21"," ","66","Q"," "," ","26.274"," ","22634.3"," ","6.69"," ","8.58"," "," "," ","20"," "," "," "," "," "
"137","gtmpcnut","2018-05-28 19:30:00","2","5"," ","0.043"," ","0.096"," ","0.009"," ","0.003","U","0.012"," ","0.012"," ","0.021"," ","1.212"," ","1.2"," ","1.191"," ","11"," "," "," ","13"," "," "," ","1.8","I"," "," ","11"," ","230","Q"," "," ","26.701"," ","220.4"," ","5.33"," ","6.59"," "," "," ","40"," "," "," "," "," "
"138","gtmpcnut","2018-06-11 19:30:00","2","5"," ","0.042"," ","0.090"," ","0.021"," ","0.003","U","0.023"," ","0.024"," ","0.045"," ","1.224"," ","1.2"," ","1.179"," ","4.9"," "," "," ","6.3"," "," "," ","2.0","I"," "," ","14"," ","210","Q"," "," ","27.149"," ","679.2"," ","5.25"," ","6.47"," "," "," ","39"," "," "," "," "," "
"139","gtmpcnut","2018-07-23 19:30:00","2","5"," ","0.035"," ","0.11"," ","0.033"," ","0.006"," ","0.027"," ","0.033"," ","0.066"," ","1.033"," ","1"," ","0.967"," ","17"," "," "," ","21"," "," "," ","6.8"," "," "," ","29"," ","42","Q"," "," ","29.384"," ","16853.3"," ","6.21"," ","7.37"," "," "," ","19"," "," "," "," "," "
"140","gtmpcnut","2018-08-06 19:30:00","2","5"," ","0.045"," ","0.084"," ","0.008"," ","0.003","U","0.010"," ","0.012"," ","0.02"," ","1.212"," ","1.2"," ","1.192"," ","3.5","I"," "," ","4.9"," "," "," ","2.1","I"," "," ","10"," ","120","Q"," "," ","32.948"," ","489.6"," ","4.7"," ","6.45"," "," "," ","43"," "," "," "," "," "
"141","gtmpcnut","2018-09-04 19:30:00","2","5"," ","0.035"," ","0.096"," ","0.004","I","0.004","I","0.004","U","0.004","U","0.008"," ","0.884"," ","0.88"," ","0.876"," ","23"," "," "," ","28"," "," "," ","7.7"," "," "," ","25"," ","27","BQ"," "," ","31.924"," ","19123.9"," ","7.41"," ","7.84"," "," "," ","18"," "," "," "," "," "
"142","gtmpcnut","2018-10-22 19:30:00","2","5"," ","0.046"," ","0.083"," ","0.04"," ","0.008"," ","0.025"," ","0.033"," ","0.073"," ","0.903"," ","0.87"," ","0.83"," ","5.7"," "," "," ","7.8"," "," "," ","3.1"," "," "," ","17"," ","120","Q"," "," ","24.299"," ","13614.9"," ","6.0"," ","7.07"," "," "," ","26"," "," "," "," "," "
"143","gtmpcnut","2018-11-05 19:30:00","2","5"," ","0.034"," ","0.068"," ","0.031"," ","0.004","I","0.016"," ","0.02"," ","0.051"," ","0.73"," ","0.71"," ","0.679"," ","3.7"," "," "," ","4.7"," "," "," ","1.6","I"," "," ","11"," ","220","BQ"," "," ","23.681"," ","20713"," ","5.91"," ","7.31"," "," "," ","17"," "," "," "," "," "
"144","gtmpcnut","2018-12-03 19:30:00","2","5"," ","0.032"," ","0.067"," ","0.043"," ","0.004","I","0.26"," ","0.27"," ","0.313"," ","1.05"," ","0.78"," ","0.737"," ","2.8"," "," "," ","4.0"," "," "," ","1.8","I"," "," ","16"," ","110","Q"," "," ","21.676"," ","21759.8"," ","6.71"," ","7.25"," "," "," ","19"," "," "," "," "," "
"145","gtmpcnut","2018-01-15 22:00:00","2","6"," ","0.037"," ","0.067"," ","0.038"," ","0.003","U","0.019"," ","0.021"," ","0.059"," ","0.921"," ","0.9"," ","0.862"," ","0.64","I"," "," ","1.3"," "," "," ","1.0","I"," "," ","6","I","320","Q"," "," ","12.45"," ","3778.5"," ","8.94"," ","6.99"," "," "," ","29"," "," "," "," "," "
"146","gtmpcnut","2018-02-12 22:00:00","2","6"," ","0.042"," ","0.076"," ","0.027"," ","0.003","U","0.026"," ","0.026"," ","0.053"," ","0.926"," ","0.9"," ","0.873"," ","0.99","I"," "," ","1.7"," "," "," ","1.1","I"," "," ","10"," ","290","Q"," "," ","19.447"," ","295.4"," ","6.39"," ","6.57"," "," "," ","30"," "," "," "," "," "
"147","gtmpcnut","2018-03-26 22:00:00","2","6"," ","0.022"," ","0.059"," ","0.006"," ","0.002","U","0.004","U","0.004","U","0.01"," ","0.344"," ","0.34","I","0.334"," ","4.1"," "," "," ","5.3"," "," "," ","1.9"," "," "," ","16"," ","76","Q"," "," ","20.11"," ","42280"," ","7.03"," ","7.83"," "," "," ","5.3"," "," "," "," "," "
"148","gtmpcnut","2018-04-24 22:00:00","2","6"," ","0.032"," ","0.075"," ","0.018"," ","0.006"," ","0.009","I","0.015"," ","0.033"," ","0.955"," ","0.94"," ","0.922"," ","4.9"," "," "," ","7.1"," "," "," ","3.4"," "," "," ","12"," ","160","BQ"," "," ","24.721"," ","12158.1"," ","5.63"," ","8.06"," "," "," ","25"," "," "," "," "," "
"149","gtmpcnut","2018-05-28 22:00:00","2","6"," ","0.049"," ","0.13"," ","0.024"," ","0.003","U","0.021"," ","0.023"," ","0.047"," ","1.323"," ","1.3"," ","1.276"," ","4.4"," "," "," ","7.0"," "," "," ","4.0"," "," "," ","26"," ","220","Q"," "," ","27.02"," ","437.4"," ","5.63"," ","6.7"," "," "," ","42"," "," "," "," "," "
"150","gtmpcnut","2018-06-11 22:00:00","2","6"," ","0.038"," ","0.094"," ","0.043"," ","0.013","Q","0.012","Q","0.025"," ","0.068"," ","1.325"," ","1.3"," ","1.257"," ","3.7"," "," "," ","5.1"," "," "," ","2.0"," "," "," ","17"," ","280","Q"," "," ","27.562"," ","7371.5"," ","5.75"," ","6.93"," "," "," ","32"," "," "," "," "," "
"151","gtmpcnut","2018-07-23 22:00:00","2","6"," ","0.031"," ","0.092"," ","0.004","I","0.003","I","0.014"," ","0.017"," ","0.021"," ","0.727"," ","0.71"," ","0.706"," ","17"," "," "," ","21"," "," "," ","6.0"," "," "," ","19"," ","13","BQ"," "," ","29.328"," ","29062.4"," ","7"," ","7.37"," "," "," ","14"," "," "," "," "," "
"152","gtmpcnut","2018-08-06 22:00:00","2","6"," ","0.036"," ","0.055"," ","0.007"," ","0.003","U","0.012"," ","0.012"," ","0.019"," ","1.212"," ","1.2"," ","1.193"," ","1.4","I"," "," ","2.2"," "," "," ","1.1","I"," "," ","12"," ","210","Q"," "," ","30.218"," ","192.2"," ","4.5"," ","6.28"," "," "," ","43"," "," "," "," "," "
"153","gtmpcnut","2018-09-04 22:00:00","2","6"," ","0.045"," ","0.090"," ","0.004","I","0.007"," ","0.018"," ","0.026"," ","0.03"," ","0.816"," ","0.79"," ","0.786"," ","15"," "," "," ","20"," "," "," ","8.2"," "," "," ","12"," ","78","Q"," "," ","31.034"," ","6513.7"," ","5.83"," ","7.27"," "," "," ","22"," "," "," "," "," "
