"","stationcode","datetimestamp","monitoringprogram","replicate","F_Record","PO4F","F_PO4F","TP","F_TP","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","DIN","F_DIN","TN","F_TN","TKN","F_TKN","TON","FTON","CHLA_N1","F_CHLAN1","2CHLA","F_2CHLA","UncCHLa_N1","F_UncCHLa_N1","2UncCHLa","F_2UncCHLa","PHEA1","F_PHEA1","2PHEA","F_2PHEA","TSS","F_TSS","FECCOL_CFU","F_FECCOL_CFU","ECOLI_MPN","F_ECOLI_MPN","WTEM_N","FWTEM_N","SPC","F_SPC","DO_N","F_DO_N","PH","F_PH","SECCHI","F_SECCHI","DOC","F_DOC","TKN_F","F_TKN_F","DON","F_DON"
"154","gtmpcnut","2018-10-22 22:00:00","2","6"," ","0.041"," ","0.077"," ","0.041"," ","0.006"," ","0.021"," ","0.027"," ","0.068"," ","0.827"," ","0.8"," ","0.759"," ","9.3"," "," "," ","15"," "," "," ","8.3"," "," "," ","110"," ","86","Q"," "," ","23.49"," ","26396.5"," ","6.71"," ","7.45"," "," "," ","18"," "," "," "," "," "
"155","gtmpcnut","2018-11-05 22:00:00","2","6"," ","0.030"," ","0.062"," ","0.021"," ","0.003","I","0.011"," ","0.014"," ","0.035"," ","0.564"," ","0.55"," ","0.529"," ","3.3","I"," "," ","4.1"," "," "," ","1.2","U"," "," ","8","I","73","BQ"," "," ","24.104"," ","31536"," ","6.24"," ","7.66"," "," "," ","12"," "," "," "," "," "
"156","gtmpcnut","2018-12-03 22:00:00","2","6"," ","0.030"," ","0.062"," ","0.009"," ","0.004","I","0.27"," ","0.27"," ","0.279"," ","1"," ","0.73"," ","0.721"," ","2.8"," "," "," ","3.9"," "," "," ","1.6","I"," "," ","9","I","48","Q"," "," ","21.991"," ","24204.4"," ","6.77"," ","7.72"," "," "," ","19"," "," "," "," "," "
"157","gtmpcnut","2018-01-16 00:30:00","2","7"," ","0.038"," ","0.073"," ","0.032"," ","0.003","U","0.016"," ","0.018"," ","0.05"," ","1.018"," ","1"," ","0.968"," ","1.0","U"," "," ","1.0","I"," "," ","0.86","I"," "," ","10","I","340","Q"," "," ","12.68"," ","800"," ","8.4"," ","6.88"," "," "," ","32"," "," "," "," "," "
"158","gtmpcnut","2018-02-13 00:30:00","2","7"," ","0.045"," ","0.072"," ","0.025"," ","0.003","U","0.023"," ","0.023"," ","0.048"," ","0.903"," ","0.88"," ","0.855"," ","0.56","I"," "," ","0.89","I"," "," ","0.50","I"," "," ","5","I","220","Q"," "," ","19.372"," ","4477.1"," ","6.8"," ","6.77"," "," "," ","31"," "," "," "," "," "
"159","gtmpcnut","2018-03-27 00:30:00","2","7"," ","0.026"," ","0.069"," ","0.012"," ","0.002","U","0.005","I","0.006","I","0.018"," ","0.456"," ","0.45"," ","0.438"," ","5.8"," "," "," ","7.7"," "," "," ","2.8"," "," "," ","14"," ","220","Q"," "," ","19.94"," ","29557"," ","6.35"," ","7.46"," "," "," ","7.9"," "," "," "," "," "
"160","gtmpcnut","2018-04-25 00:30:00","2","7"," ","0.042"," ","0.073"," ","0.034"," ","0.007"," ","0.014"," ","0.021"," ","0.055"," ","0.851"," ","0.83"," ","0.796"," ","2.5"," "," "," ","3.9"," "," "," ","2.0"," "," "," ","9","I","210","Q"," "," ","23.623"," ","7520.3"," ","5.26"," ","7.8"," "," "," ","29"," "," "," "," "," "
"161","gtmpcnut","2018-05-29 00:30:00","2","7"," ","0.045"," ","0.14"," ","0.03"," ","0.003","U","0.022"," ","0.023"," ","0.053"," ","1.423"," ","1.4"," ","1.37"," ","6.9"," "," "," ","11"," "," "," ","6.9"," "," "," ","47"," ","180","BQ"," "," ","27.085"," ","2335.6"," ","5.85"," ","6.97"," "," "," ","39"," "," "," "," "," "
"162","gtmpcnut","2018-06-12 00:30:00","2","7"," ","0.039"," ","0.095"," ","0.029"," ","0.003","U","0.026"," ","0.028"," ","0.057"," ","1.328"," ","1.3"," ","1.271"," ","1.9"," "," "," ","3.1"," "," "," ","1.9"," "," "," ","19"," ","380","Q"," "," ","26.944"," ","3122.3"," ","5.11"," ","6.65"," "," "," ","35"," "," "," "," "," "
"163","gtmpcnut","2018-07-24 00:30:00","2","7"," ","0.037"," ","0.096"," ","0.049"," ","0.006"," ","0.026"," ","0.032"," ","0.081"," ","0.852"," ","0.82"," ","0.771"," ","4.9"," "," "," ","6.9"," "," "," ","3.0"," "," "," ","19"," ","10","BQ"," "," ","28.77"," ","17655.1"," ","5.38"," ","7.3"," "," "," ","18"," "," "," "," "," "
"164","gtmpcnut","2018-08-07 00:30:00","2","7"," ","0.035"," ","0.053"," ","0.009"," ","0.003","U","0.012"," ","0.013"," ","0.022"," ","1.213"," ","1.2"," ","1.191"," ","0.65","I"," "," ","1.0","I"," "," ","0.57","I"," "," ","5","I","140","BQ"," "," ","29.013"," ","139"," ","4.53"," ","6.26"," "," "," ","43"," "," "," "," "," "
"165","gtmpcnut","2018-09-05 00:30:00","2","7"," ","0.052"," ","0.082"," ","0.003","I","0.004","I","0.048"," ","0.051"," ","0.054"," ","0.821"," ","0.77"," ","0.767"," ","4.4"," "," "," ","6.2"," "," "," ","2.7"," "," "," ","14"," ","100","BQ"," "," ","29.639"," ","1153.3"," ","4.82"," ","7.07"," "," "," ","24"," "," "," "," "," "
"166","gtmpcnut","2018-10-23 00:30:00","2","7"," ","0.042"," ","0.10"," ","0.04"," ","0.005"," ","0.021"," ","0.026"," ","0.066"," ","0.926"," ","0.9"," ","0.86"," ","6.9"," "," "," ","11"," "," "," ","5.8"," "," "," ","42"," ","66","Q"," "," ","23.349"," ","27867.1"," ","6.61"," ","7.49"," "," "," ","18"," "," "," "," "," "
"167","gtmpcnut","2018-11-06 00:30:00","2","7"," ","0.034"," ","0.077"," ","0.033"," ","0.004","IJ","0.018","J","0.022"," ","0.055"," ","0.722"," ","0.7"," ","0.667"," ","3.7"," "," "," ","5.3"," "," "," ","2.4","I"," "," ","15"," ","240","Q"," "," ","23.433"," ","19290.8"," ","5.69"," ","7.31"," "," "," ","17"," "," "," "," "," "
"168","gtmpcnut","2018-12-04 00:30:00","2","7"," ","0.034"," ","0.060"," ","0.009"," ","0.005","I","0.26"," ","0.26"," ","0.269"," ","1.07"," ","0.81"," ","0.801"," ","1.2","I"," "," ","1.8"," "," "," ","0.90","I"," "," ","5","I","100","Q"," "," ","20.335"," ","12850"," ","6.65"," ","7.34"," "," "," ","26"," "," "," "," "," "
"169","gtmpcnut","2018-01-16 03:00:00","2","8"," ","0.035"," ","0.061"," ","0.022"," ","0.003","U","0.012"," ","0.013"," ","0.035"," ","0.953"," ","0.94"," ","0.918"," ","0.55","U"," "," ","0.66","I"," "," ","0.40","U"," "," ","4","I","310","Q"," "," ","12.07"," ","329.6"," ","8.24"," ","6.71"," "," "," ","32"," "," "," "," "," "
"170","gtmpcnut","2018-02-13 03:00:00","2","8"," ","0.044"," ","0.076"," ","0.024"," ","0.010"," ","0.004","U","0.013"," ","0.037"," ","0.933"," ","0.92"," ","0.896"," ","0.79","U"," "," ","0.57","U"," "," ","0.57","U"," "," ","3","U","150","BQ"," "," ","19.681"," ","18474.7"," ","6.73"," ","7.14"," "," "," ","31"," "," "," "," "," "
"171","gtmpcnut","2018-03-27 03:00:00","2","8"," ","0.029"," ","0.059"," ","0.016"," ","0.002","U","0.006","I","0.007","I","0.023"," ","0.477"," ","0.47"," ","0.454"," ","5.3","A"," "," ","6.5","A"," "," ","1.7","I"," "," ","10"," ","240","Q"," "," ","19.68"," ","22744"," ","6.15"," ","7.31"," "," "," ","9.0"," "," "," "," "," "
"172","gtmpcnut","2018-04-25 03:00:00","2","8"," ","0.048"," ","0.079"," ","0.033"," ","0.003","U","0.032"," ","0.033"," ","0.066"," ","0.913"," ","0.88"," ","0.847"," ","1.6","I"," "," ","2.3"," "," "," ","1.1","I"," "," ","5","I","210","Q"," "," ","22.671"," ","3939.7"," ","5.21"," ","7.67"," "," "," ","31"," "," "," "," "," "
"173","gtmpcnut","2018-05-29 03:00:00","2","8"," ","0.047"," ","0.11"," ","0.011"," ","0.003","U","0.016"," ","0.017"," ","0.028"," ","1.217"," ","1.2"," ","1.189"," ","2.3","I"," "," ","4.3"," "," "," ","3.1"," "," "," ","17"," ","150","BQ"," "," ","26.078"," ","299.6"," ","5.16"," ","6.61"," "," "," ","40"," "," "," "," "," "
"174","gtmpcnut","2018-06-12 03:00:00","2","8"," ","0.041"," ","0.070"," ","0.023"," ","0.003","U","0.020"," ","0.021"," ","0.044"," ","1.221"," ","1.2"," ","1.177"," ","1.3","I"," "," ","2.4"," "," "," ","1.7","I"," "," ","10","I","130","BQ"," "," ","25.859"," ","368.3"," ","4.78"," ","6.41"," "," "," ","39"," "," "," "," "," "
"175","gtmpcnut","2018-07-24 03:00:00","2","8"," ","0.043"," ","0.076"," ","0.067"," ","0.008"," ","0.031"," ","0.039"," ","0.106"," ","0.809"," ","0.77"," ","0.703"," ","5.0"," "," "," ","7.2"," "," "," ","3.3"," "," "," ","8","I","120","Q"," "," ","27.958"," ","8559.3"," ","4.33"," ","6.99"," "," "," ","23"," "," "," "," "," "
"176","gtmpcnut","2018-08-07 03:00:00","2","8"," ","0.034"," ","0.054"," ","0.01"," ","0.003","U","0.011"," ","0.011"," ","0.021"," ","1.111"," ","1.1"," ","1.09"," ","0.58","I"," "," ","0.80","I"," "," ","0.40","U"," "," ","4","I","250","Q"," "," ","28.068"," ","130.5"," ","4.52"," ","6.26"," "," "," ","42"," "," "," "," "," "
"177","gtmpcnut","2018-09-05 03:00:00","2","8"," ","0.052"," ","0.081"," ","0.004","I","0.003","U","0.046"," ","0.049"," ","0.053"," ","0.839"," ","0.79"," ","0.786"," ","3.0","I"," "," ","4.2"," "," "," ","1.7","I"," "," ","5","I","130","BQ"," "," ","29.032"," ","651.4"," ","4.56"," ","7.0"," "," "," ","24"," "," "," "," "," "
"178","gtmpcnut","2018-10-23 03:00:00","2","8"," ","0.047"," ","0.090"," ","0.048"," ","0.007"," ","0.027"," ","0.034"," ","0.082"," ","0.934"," ","0.9"," ","0.852"," ","3.2"," "," "," ","4.8"," "," "," ","2.4","I"," "," ","10"," ","100","BQ"," "," ","23.763"," ","12533"," ","5.54"," ","7.0"," "," "," ","26"," "," "," "," "," "
"179","gtmpcnut","2018-11-06 03:00:00","2","8"," ","0.037"," ","0.064"," ","0.026"," ","0.005","I","0.017"," ","0.022"," ","0.048"," ","0.722"," ","0.7"," ","0.674"," ","1.6","I"," "," ","2.2"," "," "," ","0.81","I"," "," ","5","I","200","Q"," "," ","22.575"," ","7514.1"," ","5.44"," ","7.14"," "," "," ","20"," "," "," "," "," "
"180","gtmpcnut","2018-12-04 03:00:00","2","8"," ","0.034"," ","0.058"," ","0.009"," ","0.005"," ","0.26"," ","0.26"," ","0.269"," ","1.11"," ","0.85"," ","0.841"," ","0.79","U"," "," ","1.1","I"," "," ","0.86","U"," "," ","5","I","96","Q"," "," ","19.467"," ","6356.4"," ","6.67"," ","7.15"," "," "," ","29"," "," "," "," "," "
"181","gtmpcnut","2018-01-16 05:30:00","2","9"," "," "," ","0.055"," ","0.02"," "," "," "," "," ","0.014"," ","0.034"," ","0.944"," ","0.93"," ","0.91"," ","0.55","U"," "," ","0.51","I"," "," ","0.40","U"," "," ","3","I","210","Q"," "," ","11.67"," ","297.6"," ","8.17"," ","6.66"," "," "," ","32"," "," "," "," "," "
"182","gtmpcnut","2018-02-13 05:30:00","2","9"," ","0.043"," ","0.075"," ","0.027"," ","0.003","U","0.025"," ","0.025"," ","0.052"," ","0.965"," ","0.94"," ","0.913"," ","1.2","I"," "," ","1.6"," "," "," ","0.46","I"," "," ","3","I","130","BQ"," "," ","19.418"," ","3236.9"," ","6.46"," ","6.73"," "," "," ","32"," "," "," "," "," "
"183","gtmpcnut","2018-03-27 05:30:00","2","9"," ","0.026"," ","0.065"," ","0.015"," ","0.002","U","0.004","U","0.005","I","0.02"," ","0.465"," ","0.46"," ","0.445"," ","4.9"," "," "," ","6.3"," "," "," ","2.0"," "," "," ","14"," ","250","Q"," "," ","19.35"," ","30881"," ","6.26"," ","7.43"," "," "," ","7.8"," "," "," "," "," "
"184","gtmpcnut","2018-04-25 05:30:00","2","9"," ","0.038"," ","0.080"," ","0.037"," ","0.007"," ","0.011"," ","0.018"," ","0.055"," ","0.928"," ","0.91"," ","0.873"," ","6.2"," "," "," ","8.3"," "," "," ","3.2"," "," "," ","16"," ","100","Q"," "," ","22.626"," ","18794.1"," ","5.56"," ","7.97"," "," "," ","26"," "," "," "," "," "
"185","gtmpcnut","2018-05-29 05:30:00","2","9"," ","0.042"," ","0.083"," ","0.008"," ","0.003","U","0.012"," ","0.012"," ","0.02"," ","1.212"," ","1.2"," ","1.192"," ","1.4","I"," "," ","2.4"," "," "," ","1.5","I"," "," ","7","I","150","BQ"," "," ","25.362"," ","220.6"," ","4.6"," ","6.54"," "," "," ","39"," "," "," "," "," "
"186","gtmpcnut","2018-06-12 05:30:00","2","9"," ","0.042"," ","0.069"," ","0.021"," ","0.003","U","0.018"," ","0.019"," ","0.04"," ","1.219"," ","1.2"," ","1.179"," ","0.95","I"," "," ","1.5"," "," "," ","0.83","I"," "," ","6","I","150","BQ"," "," ","25.27"," ","230.1"," ","4.62"," ","6.38"," "," "," ","39"," "," "," "," "," "
"187","gtmpcnut","2018-07-24 05:30:00","2","9"," ","0.042"," ","0.079"," ","0.048"," ","0.008"," ","0.032"," ","0.04"," ","0.088"," ","0.88"," ","0.84"," ","0.792"," ","3.4","I"," "," ","4.2"," "," "," ","1.2","I"," "," ","4","I","88","Q"," "," ","27.591"," ","5154.9"," ","3.93"," ","6.89"," "," "," ","25"," "," "," "," "," "
"188","gtmpcnut","2018-08-07 05:30:00","2","9"," ","0.040"," ","0.061"," ","0.018"," ","0.003","U","0.013"," ","0.013"," ","0.031"," ","1.113"," ","1.1"," ","1.082"," ","1.0","I"," "," ","1.6"," "," "," ","0.85","I"," "," ","5","I","270","Q"," "," ","28.275"," ","251.8"," ","4.44"," ","6.31"," "," "," ","42"," "," "," "," "," "
"189","gtmpcnut","2018-09-05 05:30:00","2","9"," ","0.053"," ","0.096"," ","0.024"," ","0.003","I","0.046"," ","0.049"," ","0.073"," ","0.869"," ","0.82"," ","0.796"," ","8.0"," "," "," ","10"," "," "," ","3.5"," "," "," ","10","A","55","BQ"," "," ","29.409"," ","3600.5"," ","5.15"," ","7.11"," "," "," ","23"," "," "," "," "," "
"190","gtmpcnut","2018-10-23 05:30:00","2","9"," ","0.048"," ","0.082"," ","0.045"," ","0.008"," ","0.026"," ","0.034"," ","0.079"," ","0.984"," ","0.95"," ","0.905"," ","2.1"," "," "," ","2.7"," "," "," ","0.86","I"," "," ","8","I","250","Q"," "," ","23.734"," ","7991.5"," ","5.08"," ","6.9"," "," "," ","28"," "," "," "," "," "
"191","gtmpcnut","2018-11-06 05:30:00","2","9"," ","0.039"," ","0.065"," ","0.023"," ","0.003","U","0.026"," ","0.029"," ","0.052"," ","0.699"," ","0.67"," ","0.647"," ","1.6","I"," "," ","2.0"," "," "," ","0.68","U"," "," ","4","I","210","Q"," "," ","22.204"," ","4158.2"," ","5.28"," ","7.11"," "," "," ","21"," "," "," "," "," "
"192","gtmpcnut","2018-12-04 05:30:00","2","9"," ","0.036"," ","0.063"," ","0.009"," ","0.005"," ","0.25"," ","0.25"," ","0.259"," ","1.06"," ","0.81"," ","0.801"," ","2.2"," "," "," ","2.9"," "," "," ","1.1","I"," "," ","5","I","140","BQ"," "," ","19.414"," ","7399"," ","6.7"," ","7.13"," "," "," ","28"," "," "," "," "," "
"193","gtmpinut","2018-01-16 10:23:00","1","1"," ","0.036"," ","0.057"," ","0.04"," ","0.002","I","0.032"," ","0.034"," ","0.074"," ","0.544"," ","0.51"," ","0.47"," ","3.6"," "," "," ","4.0"," "," "," ","0.53","U"," "," ","6","I","3","BQ"," "," ","11.5"," ","38646"," ","10.72"," ","6.73"," "," "," ","8.0"," ","0.51"," ","0.47"," "
"194","gtmpinut","2018-02-13 09:13:00","1","1"," ","0.032"," ","0.056"," ","0.035"," ","0.002","I","0.014"," ","0.016"," ","0.051"," ","0.636"," ","0.62"," ","0.585"," ","3.5"," "," "," ","4.4"," "," "," ","1.3"," "," "," ","6","I","7","BQ"," "," ","19.5"," ","33720"," ","7.29"," ","7.27"," "," "," ","9.2"," ","0.5"," ","0.465"," "
"195","gtmpinut","2018-03-27 08:17:00","1","1"," ","0.012"," ","0.040"," ","0.014"," ","0.002","U","0.004","U","0.004","U","0.018"," ","0.334"," ","0.33","I","0.316"," ","2.1"," "," "," ","2.4"," "," "," ","0.51","I"," "," ","11"," ","2","BQ"," "," ","17.8"," ","49750"," ","7.34"," ","6.93"," "," "," ","4.2"," ","0.48"," ","0.466"," "
"196","gtmpinut","2018-04-25 08:00:00","1","1"," ","0.015"," ","0.043"," ","0.021"," ","0.002","U","0.007","I","0.008","I","0.029"," ","0.468"," ","0.46"," ","0.439"," ","5.3"," "," "," ","6.2"," "," "," ","1.2","I"," "," ","8","I","10","BQ"," "," ","22.1"," ","44838"," ","6.64"," ","7.28"," "," "," ","5.6"," ","0.46"," ","0.439"," "
"197","gtmpinut","2018-05-29 10:23:00","1","1"," ","0.023"," ","0.067"," ","0.043"," ","0.003","I","0.006","I","0.009","I","0.052"," ","0.629"," ","0.62"," ","0.577"," ","6.9"," "," "," ","8.9"," "," "," ","2.9"," "," "," ","18"," ","2","BQ"," "," ","26.5"," ","47019"," ","5.54"," ","6.88"," "," "," ","5.6"," ","0.58"," ","0.537"," "
"198","gtmpinut","2018-06-12 09:36:00","1","1"," ","0.045"," ","0.087"," ","0.11"," ","0.009"," ","0.017"," ","0.025"," ","0.135"," ","0.745"," ","0.72"," ","0.61"," ","5.0"," "," "," ","7.1"," "," "," ","3.2"," "," "," ","14"," ","6","BQ"," "," ","27.6"," ","31917"," ","3.87"," ","6.75"," "," "," ","11"," ","0.55"," ","0.44"," "
"199","gtmpinut","2018-07-24 09:17:00","1","1"," ","0.041"," ","0.065"," ","0.037"," ","0.073"," ","0.082","U","0.032"," ","0.069"," ","0.642"," ","0.61"," ","0.573"," ","4.4"," "," "," ","5.8"," "," "," ","2.0"," "," "," ","8","I","8","BQ"," "," ","27.0"," ","33202"," ","4.15"," ","6.94"," "," "," ","10"," ","0.68"," ","0.643"," "
"200","gtmpinut","2018-08-07 07:38:00","1","1"," ","0.039"," ","0.084"," ","0.019"," ","0.060"," ","0.091","U","0.014"," ","0.033"," ","0.894"," ","0.88"," ","0.861"," ","11"," "," "," ","14"," "," "," ","4.7"," "," "," ","12"," ","3","BQ"," "," ","31.1"," ","25661"," ","4.09"," ","6.91"," "," "," ","13"," ","0.65"," ","0.631"," "
"201","gtmpinut","2018-09-05 07:26:00","1","1"," ","0.046"," ","0.074"," ","0.037"," ","0.094"," ","0.078","U","0.055"," ","0.092"," ","0.775"," ","0.72"," ","0.683"," ","3.7"," "," "," ","4.8"," "," "," ","1.7"," "," "," ","7","IA","3","BQ"," "," ","29.3"," ","32668"," ","4.42"," ","7.50"," "," "," ","10"," ","0.8"," ","0.763"," "
"202","gtmpinut","2018-10-23 11:34:00","1","1"," ","0.037"," ","0.065"," ","0.058"," ","0.006"," ","0.020"," ","0.027"," ","0.085"," ","0.587"," ","0.56"," ","0.502"," ","4.6"," "," "," ","5.4"," "," "," ","0.98","I"," "," ","10","I","2","UQ"," "," ","24.3"," ","46613"," ","5.49"," ","7.58"," "," "," ","6.2"," ","0.49"," ","0.432"," "
"203","gtmpinut","2018-11-06 09:23:00","1","1"," ","0.024"," ","0.061"," ","0.038"," ","0.008"," ","0.011"," ","0.018"," ","0.056"," ","0.438"," ","0.42"," ","0.382"," ","3.5"," "," "," ","4.2"," "," "," ","0.90","I"," "," ","16","A","11","BQ"," "," ","22.8"," ","50994"," ","4.77"," ","7.74"," "," "," ","3.6"," ","0.27","I","0.232"," "
"204","gtmpinut","2018-12-04 08:31:00","1","1"," ","0.022"," ","0.049"," ","0.04"," ","0.002","U","0.14"," ","0.15"," ","0.19"," ","0.59"," ","0.44"," ","0.4"," ","3.0"," "," "," ","3.6"," "," "," ","0.91","I"," "," ","8","I","18","BQ"," "," ","19.0"," ","44611"," ","6.22"," ","7.67"," "," "," ","5.4"," ","0.48"," ","0.44"," "
"205","gtmpinut","2018-01-16 10:26:00","1","2"," ","0.036"," ","0.055"," ","0.038"," ","0.002","U","0.028"," ","0.03"," ","0.068"," ","0.51"," ","0.48"," ","0.442"," ","3.4"," "," "," ","3.7"," "," "," ","0.60","U"," "," ","7","I","7","BQ"," "," ","11.5"," ","38646"," ","10.72"," ","6.73"," "," "," ","7.8"," ","0.46"," ","0.422"," "
"206","gtmpinut","2018-02-13 09:15:00","1","2"," ","0.032"," ","0.056"," ","0.032"," ","0.002","I","0.014"," ","0.016"," ","0.048"," ","0.606"," ","0.59"," ","0.558"," ","2.7"," "," "," ","3.4"," "," "," ","1.0","I"," "," ","6","I","10","BQ"," "," ","19.5"," ","33720"," ","7.29"," ","7.27"," "," "," ","9.1"," ","0.49"," ","0.458"," "
"207","gtmpinut","2018-03-27 08:20:00","1","2"," ","0.012"," ","0.039"," ","0.014"," ","0.002","U","0.004","U","0.004","U","0.018"," ","0.324"," ","0.32","I","0.306"," ","3.3"," "," "," ","4.0"," "," "," ","1.1","I"," "," ","11"," ","2","UQ"," "," ","17.8"," ","49750"," ","7.34"," ","6.93"," "," "," ","4.3"," ","0.39","I","0.376"," "
"208","gtmpinut","2018-04-25 08:02:00","1","2"," ","0.016"," ","0.041"," ","0.02"," ","0.002","U","0.007","I","0.008","I","0.028"," ","0.458"," ","0.45"," ","0.43"," ","4.2","AJ"," "," ","5.1","AJ"," "," ","1.7"," "," "," ","7","I","7","BQ"," "," ","22.1"," ","44838"," ","6.64"," ","7.28"," "," "," ","5.6"," ","0.45"," ","0.43"," "
"209","gtmpinut","2018-05-29 10:24:00","1","2"," ","0.023"," ","0.068"," ","0.04"," ","0.003","I","0.006","I","0.009","I","0.049"," ","0.639"," ","0.63"," ","0.59"," ","6.7"," "," "," ","8.6"," "," "," ","2.6"," "," "," ","17"," ","3","BQ"," "," ","26.5"," ","47019"," ","5.54"," ","6.88"," "," "," ","5.5"," ","0.54"," ","0.5"," "
"210","gtmpinut","2018-06-12 09:39:00","1","2"," ","0.045"," ","0.087"," ","0.1"," ","0.008"," ","0.016"," ","0.025"," ","0.125"," ","0.795"," ","0.77"," ","0.67"," ","5.4","A"," "," ","8.0","A"," "," ","4.0","A"," "," ","15"," ","15","BQ"," "," ","27.6"," ","31917"," ","3.87"," ","6.75"," "," "," ","11"," ","0.57"," ","0.47"," "
"211","gtmpinut","2018-07-24 09:19:00","1","2"," ","0.040"," ","0.073"," ","0.036"," ","0.071"," ","0.074","U","0.034"," ","0.07"," ","0.714"," ","0.68"," ","0.644"," ","4.3"," "," "," ","5.4"," "," "," ","1.5"," "," "," ","8","IA","2","UQ"," "," ","27.0"," ","33202"," ","4.15"," ","6.94"," "," "," ","11"," ","0.64"," ","0.604"," "
"212","gtmpinut","2018-08-07 07:39:00","1","2"," ","0.040"," ","0.079"," ","0.017"," ","0.058"," ","0.088","U","0.014"," ","0.031"," ","0.964"," ","0.95"," ","0.933"," ","11"," "," "," ","14"," "," "," ","4.8"," "," "," ","13"," ","3","BQ"," "," ","31.1"," ","25661"," ","4.09"," ","6.91"," "," "," ","13"," ","0.56"," ","0.543"," "
"213","gtmpinut","2018-09-05 07:30:00","1","2"," ","0.047"," ","0.075"," ","0.035"," ","0.096"," ","0.090","U","0.052"," ","0.087"," ","0.832"," ","0.78"," ","0.745"," ","3.8"," "," "," ","5.0"," "," "," ","1.7"," "," "," ","11"," ","3","BQ"," "," ","29.3"," ","32668"," ","4.42"," ","7.50"," "," "," ","10"," ","0.72"," ","0.685"," "
"214","gtmpinut","2018-10-23 11:36:00","1","2"," ","0.039"," ","0.066"," ","0.058"," ","0.007"," ","0.015"," ","0.022"," ","0.08"," ","0.582"," ","0.56"," ","0.502"," ","5.4"," "," "," ","6.1"," "," "," ","0.93","I"," "," ","10"," ","5","BQ"," "," ","24.3"," ","46613"," ","5.49"," ","7.58"," "," "," ","6.3"," ","0.49"," ","0.432"," "
"215","gtmpinut","2018-11-06 09:26:00","1","2"," ","0.025"," ","0.061"," ","0.039"," ","0.008"," ","0.009","I","0.017"," ","0.056"," ","0.527"," ","0.51"," ","0.471"," ","4.6"," "," "," ","5.6"," "," "," ","1.3","I"," "," ","16"," ","8","BQ"," "," ","22.8"," ","50994"," ","4.77"," ","7.74"," "," "," ","3.7"," ","0.3","I","0.261"," "
"216","gtmpinut","2018-12-04 08:33:00","1","2"," ","0.023"," ","0.046"," ","0.035"," ","0.002","U","0.15"," ","0.15"," ","0.185"," ","0.66"," ","0.51"," ","0.475"," ","2.7"," "," "," ","3.2"," "," "," ","0.68","I"," "," ","8","I","23","BQ"," "," ","19.0"," ","44611"," ","6.22"," ","7.67"," "," "," ","5.4"," ","0.4"," ","0.365"," "
"217","gtmssnut","2018-01-16 11:38:00","1","1"," ","0.016"," ","0.039"," ","0.012"," ","0.002","U","0.027"," ","0.028"," ","0.04"," ","0.338"," ","0.31","I","0.298"," ","3.3"," "," "," ","3.9"," "," "," ","0.74","I"," "," ","9","I","16","BQ"," "," ","10.9"," ","20241"," ","10.94"," ","7.21"," "," "," ","3.3"," ","0.36","I","0.348"," "
"218","gtmssnut","2018-02-13 10:51:00","1","1"," ","0.027"," ","0.064"," ","0.039"," ","0.002","U","0.048"," ","0.049"," ","0.088"," ","0.509"," ","0.46"," ","0.421"," ","2.4"," "," "," ","3.4"," "," "," ","1.6"," "," "," ","20"," ","45","BQ"," "," ","17.8"," ","46743"," ","7.61"," ","7.66"," "," "," ","5.0"," ","0.39","I","0.351"," "
"219","gtmssnut","2018-03-27 09:54:00","1","1"," ","0.011"," ","0.038"," ","0.017"," ","0.002","U","0.015"," ","0.015"," ","0.032"," ","0.275"," ","0.26","I","0.243"," ","2.4"," "," "," ","2.9"," "," "," ","0.71","I"," "," ","12"," ","34","BQ"," "," ","17.6"," ","52550"," ","7.69"," ","7.44"," "," "," ","2.5"," ","0.16","U","0.143"," "
"220","gtmssnut","2018-04-25 09:10:00","1","1"," ","0.023"," ","0.069"," ","0.055"," ","0.002","U","0.044"," ","0.046"," ","0.101"," ","0.526"," ","0.48"," ","0.425"," ","2.6"," "," "," ","3.5"," "," "," ","1.3"," "," "," ","30","A","11","BQ"," "," ","20.6"," ","51744"," ","7.53"," ","7.54"," "," "," ","3.3"," ","0.36","I","0.305"," "
"221","gtmssnut","2018-05-29 11:39:00","1","1"," ","0.025"," ","0.069"," ","0.075"," ","0.005","I","0.029"," ","0.034"," ","0.109"," ","0.644"," ","0.61"," ","0.535"," ","9.1"," "," "," ","11"," "," "," ","2.7"," "," "," ","30"," ","21","BQ"," "," ","26.8"," ","49301"," ","5.63"," ","7.35"," "," "," ","4.1"," ","0.52"," ","0.445"," "
"222","gtmssnut","2018-06-12 10:42:00","1","1"," ","0.041"," ","0.10"," ","0.13"," ","0.007"," ","0.041"," ","0.048"," ","0.178"," ","0.868"," ","0.82"," ","0.69"," ","3.3"," "," "," ","5.0"," "," "," ","2.7"," "," "," ","65"," ","82","Q"," "," ","27.4"," ","50113"," ","5.28"," ","7.40"," "," "," ","5.4"," ","0.53"," ","0.4"," "
